category,rating,label,text_
Home_and_Kitchen_5,5,OR,these are really cool actually  my boyfriend loved them
Home_and_Kitchen_5,5,OR,bought as a gift for a cousin  very nice
Home_and_Kitchen_5,1,OR,stopped working after one use still waiting on my refund
Home_and_Kitchen_5,4,OR,cute and reasonably price i am happy with my purchase
Home_and_Kitchen_5,5,OR,well received and comfortable gave as gift to dialysis patient
Home_and_Kitchen_5,2,OR,do not expected to be so poor on quality 
Home_and_Kitchen_5,5,OR,easy to review the kid dds love them  thanks
Home_and_Kitchen_5,3,CG,really ruff under your feet it feels very sturdy i will keep my feet in the chair
Home_and_Kitchen_5,5,CG,order to place special photos on the wall  weve had it for a couple of weeks and
Home_and_Kitchen_5,5,CG,"baby like it thermal insulation helps to keep the food warmer

the thermal insulation helps keep"
Home_and_Kitchen_5,4,CG,i like it just wish it had more wide opening i also love that its been made
Home_and_Kitchen_5,5,CG,i love pyrex quality and this set is the best i will be purchasing more in the future
Home_and_Kitchen_5,5,CG,perfect for additional storage and convenience the only problem is that its not really a vacuum but
Home_and_Kitchen_5,5,CG,these smell great im pretty happy with the quality and quality of this productthis is a
Home_and_Kitchen_5,2,CG,the turquoise is almost neon its a very bright pink
Home_and_Kitchen_5,5,CG,easy to hold and the material is nice and thick i will keep my shelves in order and
Home_and_Kitchen_5,5,CG,works great for chocolate yogurt or any other fruit i also love that its removable and
Home_and_Kitchen_5,5,CG,love it i think i will buy morevery nice set of knives  i have one
Home_and_Kitchen_5,5,CG,nice small ottoman that does what it should  not too big or too small
Home_and_Kitchen_5,5,CG,they look great in my kitchen the only problem is that its kind of hard to put the
Home_and_Kitchen_5,5,CG,bought this as a fathers day gift and its just what i needed  i love
Home_and_Kitchen_5,5,CG,great for winter months very soft and comfortable  ive slept on this for about a week
Home_and_Kitchen_5,3,CG,nice soft sheets but i find it difficult to put them on a bed that is too warm and doesn
Home_and_Kitchen_5,5,CG,this is a beautifully made sturdy and very comfortable chair  it is very comfortable and functional
Home_and_Kitchen_5,3,CG,need to buy two to go with the wide wooden legs of the bedding i have one in
Home_and_Kitchen_5,5,CG,very nice and sturdy i use it as a longterm storage container for my small bags of
Home_and_Kitchen_5,5,CG,just as good as originaltype containers the wooden handle is smooth and solid the handle fits
Home_and_Kitchen_5,5,CG,excellent the grill looks very nice the only problem is that its not really a vacuum
Home_and_Kitchen_5,5,CG,nice large sturdy canvas tote and its lightweight and comfortable
Home_and_Kitchen_5,5,CG,good quality and good price i love the look and feel of this pillow
Home_and_Kitchen_5,1,CG,i ordered the light blue and it arrived with a very small opening  the yellow was just
Home_and_Kitchen_5,5,CG,purchased as a gift  we have had this one for two months now and its
Home_and_Kitchen_5,5,CG,very good price for producti have had this for a few months now and have used it every
Home_and_Kitchen_5,5,CG,gets all the shampoo or conditioner you want and i will keep my shower in
Home_and_Kitchen_5,5,CG,this is a minichair not a real chair it is a full chair that is comfortable
Home_and_Kitchen_5,5,CG,happy with my purchase  we have had the same mattress for a few months now and this one
Home_and_Kitchen_5,5,CG,works great to keep light on the only problem is that its kind of hard to put the
Home_and_Kitchen_5,5,CG,bought for son in college and he loves itvery good quality
Home_and_Kitchen_5,1,CG,terrible complete waste of money not a whole lot to say
Home_and_Kitchen_5,4,CG,it looks very nice in my bedroom and the materials are good  i have a large one and
Home_and_Kitchen_5,5,CG,easy to put together and looks nice and the finish is good  i have a large one and
Home_and_Kitchen_5,5,CG,just what i expected made a real difference in the quality of my kitchenthis is a pretty
Home_and_Kitchen_5,5,CG,im so glad i got this set as it is a great deal for the price
Home_and_Kitchen_5,5,CG,do the job are adorable and have the quality to make them a nice addition to the kitchen
Home_and_Kitchen_5,2,CG,too much work  this is an easy way to make a smoothie that is perfect for the
Home_and_Kitchen_5,3,CG,just okay did not fit my containers well we love this blanket
Home_and_Kitchen_5,5,CG,as far as little plastic its fine but im not sure how well it will hold
Home_and_Kitchen_5,5,CG,so nice was a gift for a friend we love this blanket
Home_and_Kitchen_5,4,CG,skinnier than i thought but it has the quality and design of a lot of other products
Home_and_Kitchen_5,5,CG,very quick shipping and excellent customer service  great value for the moneythis is a great little
Home_and_Kitchen_5,5,CG,works great this design makes it easy to hang and it is a nice size for the size of
Home_and_Kitchen_5,5,CG,perfect works in your oven and has the right height i also love that its removable and
Home_and_Kitchen_5,5,CG,service was great cant wait to try it outvery good quality
Home_and_Kitchen_5,5,CG,arrived quickly and is the perfect size for the long haul  i also have a large one
Home_and_Kitchen_5,1,CG,cheap china  not a big deal but it is a little pricey for a
Home_and_Kitchen_5,4,CG,gave to mother as a gift the quality is good but its not really the best one
Home_and_Kitchen_5,3,CG,great for spices but not for anything else  not good enoughnice sturdy and functional
Home_and_Kitchen_5,1,OR,my car smells no different after 3 weeks  snake oil
Home_and_Kitchen_5,5,OR,this pillow cushion is well constructed and easily washed very comfortable
Home_and_Kitchen_5,5,OR,havent used the big ones but the small ones work great
Home_and_Kitchen_5,5,OR,takes out the mystery of when my meat is finished cooking
Home_and_Kitchen_5,3,OR,its nice to have an organizer large enough for the utensils
Home_and_Kitchen_5,5,OR,works perfectly  easy to put in your art and hang
Home_and_Kitchen_5,5,OR,great little rug  id buy it again in different colors
Home_and_Kitchen_5,4,OR,holds some gift wrap but not longer tubes which is disappointing
Home_and_Kitchen_5,4,OR,belts never last long enough but this seems to work okay
Home_and_Kitchen_5,5,OR,such a great price less expensive than renting  great quality
Home_and_Kitchen_5,4,OR,good for the price but doesnt soften up much after washing
Home_and_Kitchen_5,5,OR,i love these sheets  goes great with my star quilts
Home_and_Kitchen_5,5,OR,great mug  bigger than i thought it would be too
Home_and_Kitchen_5,5,OR,i gave this as a gift and my daughter loves hers
Home_and_Kitchen_5,5,OR,these are great  great space saver in our laundry room
Home_and_Kitchen_5,5,OR,very flexible leading edge not quite as helpful under all conditions
Home_and_Kitchen_5,1,OR,bottom will not stay onzero customer service  do not buy
Home_and_Kitchen_5,4,OR,very nice elegant glass and does improve the taste of wine
Home_and_Kitchen_5,5,OR,excellent product if you are a side sleeper this is perfect
Home_and_Kitchen_5,5,OR,when there not in the oven they make great place mats
Home_and_Kitchen_5,5,OR,love it  it is so cute in my new bathroom
Home_and_Kitchen_5,5,OR,exactly as pictured sturdy and perfect for baking and cooking needs
Home_and_Kitchen_5,5,OR,top notch artistry done on this bust from grand jesters studios
Home_and_Kitchen_5,5,OR,love these and i get many comments on this spoon 
Home_and_Kitchen_5,5,OR,did not expect this table to  be this nice thanks
Home_and_Kitchen_5,5,OR,great product arrived on time and matched my shower curtain perfectly
Home_and_Kitchen_5,5,OR,a nice secondary vacuum for small apartments and reaching tight areas
Home_and_Kitchen_5,5,OR,good size good value for money looks great in my bar
Home_and_Kitchen_5,3,OR,somewhat hard to clean not as convenient as i had hoped
Home_and_Kitchen_5,5,OR,works great with all my battery candles of the same brand
Home_and_Kitchen_5,3,OR,ok pillow kind of too hard and firm not very soft
Home_and_Kitchen_5,5,OR,perfection beyond easy to use minimal effort fast and perfect froth
Home_and_Kitchen_5,5,OR,love this item i smile every time i i use it
Home_and_Kitchen_5,5,OR,fleece blanket is cozy warm it was exactly what i wanted
Home_and_Kitchen_5,3,OR,noticed today top id bubbling up where a glass was set
Home_and_Kitchen_5,3,OR,great for weighing in lbs and oz not grams fast shipping
Home_and_Kitchen_5,5,OR,these were great i just had to order a longer size
Home_and_Kitchen_5,5,OR,nice sticks used these for almost every meal good for pho
Home_and_Kitchen_5,5,OR,this is one of the best things i have ever bought
Home_and_Kitchen_5,4,OR,love it but too small  would love in larger size
Home_and_Kitchen_5,5,OR,perfect for my candy buffet and it will certainly be multipurpose
Home_and_Kitchen_5,5,OR,works perfect use this for my ev cord in the garage
Home_and_Kitchen_5,1,OR,do not waste your money  it broke after one month
Home_and_Kitchen_5,4,OR,a little tacky but on the shelf in the spare bathroom
Home_and_Kitchen_5,3,OR,helps cool my memory mattress a little but not a lot
Home_and_Kitchen_5,5,OR,this is perfect i wish i would have ordered it earlier
Home_and_Kitchen_5,5,OR,excellent packaging fast shipping  super quality for the right price
Home_and_Kitchen_5,4,OR,good mix  my favorite is still the goloka nag champa
Home_and_Kitchen_5,5,OR,just what the bride wanted came out nice with the engraving
Home_and_Kitchen_5,4,OR,the color slightly different than i gotthe website pictures looks better
Home_and_Kitchen_5,5,CG,really great soft and warm i love the feel of this blanket
Home_and_Kitchen_5,1,CG,less then 1 year old but no more  ive had mine for 2 months now
Home_and_Kitchen_5,5,CG,"its a pint and its a pint too

its also a pint"
Home_and_Kitchen_5,5,CG,perfect for what i needed i love the look and feel of this pillow
Home_and_Kitchen_5,5,CG,bought this just to pick up an old mattress and it was a nice piece of equipment
Home_and_Kitchen_5,2,CG,the plastic rings either gone or destroyed the pieces  i will keep my old ones as gifts
Home_and_Kitchen_5,4,CG,nice just more trouble then it looks the finish is a bit thin not the best quality
Home_and_Kitchen_5,5,CG,great seller item just like itgreat quality and just what i needed for my kitchen
Home_and_Kitchen_5,5,CG,very cute go with what you have not too big or too small
Home_and_Kitchen_5,5,CG,looks high end and feels nice the only problem is that its kind of hard to put
Home_and_Kitchen_5,5,CG,this mug is very nice  i love the look and feel of it and the size and
Home_and_Kitchen_5,4,CG,it works really well it looks great and the materials are good  i have a large one and
Home_and_Kitchen_5,5,CG,ordered this as a gift and it arrived on time i will keep my review for the next
Home_and_Kitchen_5,4,CG,beautiful calming light not sure what it is we love this blanket
Home_and_Kitchen_5,1,CG,i like the clock although it has the design flaw which is that it is a little hard to read
Home_and_Kitchen_5,5,CG,exactly as advertised better quality than the original we love this blanket
Home_and_Kitchen_5,5,CG,perfect solution to sorting his messes and the tools i also love that its removable and can
Home_and_Kitchen_5,5,CG,very cute item going to go with the wide wooden legs for a nice dinner table
Home_and_Kitchen_5,4,CG,beautious  the perfect wall clock  its a good size and looks great in my
Home_and_Kitchen_5,2,CG,just ok am buying a second seti love these containers  they work well and look
Home_and_Kitchen_5,5,CG,great comforter especially when you are on the go  i will keep my shelves in order
Home_and_Kitchen_5,5,CG,"its nice fit just right and the quality is good

the only reason i"
Home_and_Kitchen_5,5,CG,these are very nice mugs  they are very long and fit nicely on my shelves
Home_and_Kitchen_5,5,CG,easy to assemble  arrived on time and as described  my husband and i have been
Home_and_Kitchen_5,5,CG,i bought one for my daughter and it was very comfortable  she also loves the way the bed
Home_and_Kitchen_5,5,CG,wife love s it packed it with the pieces and it was perfect
Home_and_Kitchen_5,5,CG,i love crockpots that is perfect for the wide variety of containers
Home_and_Kitchen_5,5,CG,i hang it myself and it looks nice  ive also used it for a few hours
Home_and_Kitchen_5,5,CG,using my second set of glasses i thought they would be a nice addition to the kitchen
Home_and_Kitchen_5,5,CG,big mirror that fits perfectly into my cabinet  ive also used this for a few years
Home_and_Kitchen_5,4,CG,pretty good  quite a few of the pieces are just too small  i would recommend them
Home_and_Kitchen_5,5,CG,this is the second one that i have bought and it is a nice piece of equipment
Home_and_Kitchen_5,5,CG,perfect size for hanging wreath an easy to use and efficient way to make a small wreath
Home_and_Kitchen_5,5,CG,i adore these bowls cant wait to make the next batch of cold drinksthis is
Home_and_Kitchen_5,5,CG,they work great i also use it as a measuring cup for measuring cupcakes
Home_and_Kitchen_5,5,CG,nice fit in the hand  i love the feel of the fabric  the colors are just
Home_and_Kitchen_5,4,CG,great for the price  we have had this for a few months now and have used it every
Home_and_Kitchen_5,5,CG,i bought these for bottling wine  i love them  i also like the fact that
Home_and_Kitchen_5,5,CG,good padding and nice quality  i love the feel of the fabric  i would buy again
Home_and_Kitchen_5,5,CG,i love this popcorn machine  i love the popcorn and i will keep my popcorn in this one
Home_and_Kitchen_5,3,CG,nice but the size of the containers is a little small for a cup of teavery pretty
Home_and_Kitchen_5,5,CG,much easier to use cant go wrong with this product i will keep my review for the next
Home_and_Kitchen_5,5,CG,great can opener that looks nice on the countertop i will keep my opener in the drawer
Home_and_Kitchen_5,5,CG,love it just wish the handle was more wide very good quality
Home_and_Kitchen_5,1,CG,seems to have a defective seal the only way to fix it is to just throw the container
Home_and_Kitchen_5,4,CG,works great but boy do i love the fact that you cant just turn it off and off
Home_and_Kitchen_5,5,CG,"these are sturdy snap into place and are very comfortable

the only reason i gave"
Home_and_Kitchen_5,5,CG,these have worked out so well the only problem is that they are small and the one i
Home_and_Kitchen_5,5,OR,"great color and feel very soft and great price
i would recommend it"
Home_and_Kitchen_5,4,OR,very small but works if you dont have a lot of space
Home_and_Kitchen_5,1,OR,burns the hell out of my hands doesnt work at high temps
Home_and_Kitchen_5,5,OR,works so fast replaced the one i broke
Home_and_Kitchen_5,5,OR,this shower curtain is beautiful nice fabric looks great in my bathroom
Home_and_Kitchen_5,4,OR,use it at work with our staff of 5 holding up well
Home_and_Kitchen_5,5,OR,great mug husband says it is one of his favorites
Home_and_Kitchen_5,5,OR,worked out great for the small space i had in my closet
Home_and_Kitchen_5,3,OR,was a gift so dont know how it is it is beautiful
Home_and_Kitchen_5,5,OR,this product actually works tried before and after use definitely a difference
Home_and_Kitchen_5,5,OR,very happy with the quality of the merchandise and the speedy delivery
Home_and_Kitchen_5,5,OR,american made love that now i just need the matching measuring cups
Home_and_Kitchen_5,3,OR,not enough for a whole pie would need two or three sets
Home_and_Kitchen_5,5,OR,very impressed with the quality its a great size bag and durable
Home_and_Kitchen_5,5,OR,does what it is suppose to do hot water in a flash
Home_and_Kitchen_5,4,OR,fantastic goblet can store a lot of fluid like wine and beer
Home_and_Kitchen_5,5,OR,doesnt get warm even after sitting on it for hours
Home_and_Kitchen_5,5,OR,i cant believe the low price for such quality  love it
Home_and_Kitchen_5,4,OR,this is a reorder rated before whwn originally purchase
Home_and_Kitchen_5,5,OR,makes a good cup of coffee and takes any of the cups
Home_and_Kitchen_5,5,OR,i ordered this for my husbandhe loves the setespecially the noodle strainer
Home_and_Kitchen_5,1,OR,plastic threads in the socket and the bulbs sent do not fit
Home_and_Kitchen_5,3,OR,nice havent totally unpacked it yet is a gift styrofoam all over the place
Home_and_Kitchen_5,2,OR,dont last long if you pull it along but otherwise its ok
Home_and_Kitchen_5,5,OR,exactly what i was looking for  love that they are clear
Home_and_Kitchen_5,5,OR,these are great toilet brush holders sleek design and appear well made
Home_and_Kitchen_5,5,OR,excellent service arrived quickly and as promised this is a lovely lamp
Home_and_Kitchen_5,5,OR,i loved this small little cookie cutter  does its job perfectly
Home_and_Kitchen_5,4,OR,makes keeping track of shoes easier up off the floor and visible
Home_and_Kitchen_5,5,OR,wonderful product  shipped promptly  ordered about ten sets a gifts
Home_and_Kitchen_5,3,OR,very slow toasting my rye bread becomes rock hard before its toasted
Home_and_Kitchen_5,3,OR,i do find it a bit too soft but overall its ok
Home_and_Kitchen_5,4,OR,i bought 10 of them and one of the corners was broken
Home_and_Kitchen_5,5,OR,"i want more
the perfect pastacerealice creamsoup bowl ever perfect size for cereal"
Home_and_Kitchen_5,5,OR,i love the blue air product and these filter covers are awesome
Home_and_Kitchen_5,5,OR,love it good quality and nice soft night light and noise variations
Home_and_Kitchen_5,2,OR,worked ok the one time before it fell apart and became unusable
Home_and_Kitchen_5,5,OR,is s good strong suction vacuume worlds good an the carpet also
Home_and_Kitchen_5,5,OR,nice floral no dead heading and no watering
Home_and_Kitchen_5,5,OR,the lghts work beautifully and are very bright
Home_and_Kitchen_5,5,OR,worked for my rum infused chocolate covered strawberries and molded chocolate hearts
Home_and_Kitchen_5,5,OR,the shells are beautiful and just what im looking for  thanks
Home_and_Kitchen_5,5,OR,good quality great price  a tad loose on my 15 mattress
Home_and_Kitchen_5,5,OR,very sturdy and a great addition to our eat in breakfast nook
Home_and_Kitchen_5,5,OR,classic sturdy and functional  perfect for keeping honey at room temperature
Home_and_Kitchen_5,5,OR,wonderful great size throw them in the dishwasher  these area great
Home_and_Kitchen_5,1,OR,this one came to me broken the handle was a broken piece
Home_and_Kitchen_5,5,OR,sturdy  holds all my camis and makes them easy to access
Home_and_Kitchen_5,5,CG,beautiful shower curtain just what i wanted looks good in my bathroom
Home_and_Kitchen_5,5,CG,i have used these containers for a couple of weeks and i really love them i have one in
Home_and_Kitchen_5,5,CG,love the way the top holds the suction cups i also love that the suction cups are
Home_and_Kitchen_5,5,CG,love the candleshave ordered morealso have had the candles burn for a couple of weeks
Home_and_Kitchen_5,5,CG,used as a white elephant its just too thin for my liking
Home_and_Kitchen_5,5,CG,my daughters loves it  we have had it for a few months now and its been great
Home_and_Kitchen_5,5,CG,for a single cup of coffee you can feel the coffee taste fresher the coffee tastes lighter
Home_and_Kitchen_5,1,CG,not what i expected my old ones to be i will keep them for the future
Home_and_Kitchen_5,5,CG,unpacked and used as soon as it arrived  i was a little surprised how well this one
Home_and_Kitchen_5,2,CG,very flimsy for blackout curtains not an easy task to put together also the dimensions are
Home_and_Kitchen_5,5,CG,"a standard christmas present for a friend she loves it

the only reason i gave"
Home_and_Kitchen_5,5,CG,looks fantastic in my guest room the only problem is that its not really a vacuum but
Home_and_Kitchen_5,5,CG,so easy to put up  i love the look and feel of this pillow
Home_and_Kitchen_5,5,CG,i absolutely love it  we have had it for a few months now and its been great
Home_and_Kitchen_5,5,CG,fits my 32 oz ozark and i love the fact that it comes with a small
Home_and_Kitchen_5,5,CG,such an amazing product and looks amazing in the kitchen i will definitely buy againvery pretty
Home_and_Kitchen_5,5,CG,perfect size for eggs for a couple of reasons  i need a lot of egg whites and they
Home_and_Kitchen_5,5,CG,"great straws  very durable and will last a long time

the only reason i gave"
Home_and_Kitchen_5,4,CG,does the job but thinner than a professional blender  i will say that its a pretty good
Home_and_Kitchen_5,5,CG,nicely made  great for keeping an open space on a shelf  very well made
Home_and_Kitchen_5,4,CG,fits well and seems to last a long time very good quality
Home_and_Kitchen_5,5,CG,i love this perfect for what i need  ive had mine for a couple of years
Home_and_Kitchen_5,4,CG,they look pretty will see some wear and tear on them but overall they are just the right size
Home_and_Kitchen_5,5,CG,excellent product  my second i love the look and feel of this pillow
Home_and_Kitchen_5,5,CG,so ergonomically correct are these  the only problem is that they are not really the same
Home_and_Kitchen_5,5,CG,mom loves it and is perfect for the summervery good qualitynice sturdy and sturdy
Home_and_Kitchen_5,1,CG,tiny spatulas unless you are using a professional spatula you will need to make sure the
Home_and_Kitchen_5,5,CG,purchased for my 10yearold daughter who has arthritis in her hands
Home_and_Kitchen_5,5,CG,easy to set up sturdy and easy to clean i will be purchasing morevery pretty
Home_and_Kitchen_5,5,CG,still a good product after reading a few reviewsvery good qualitynice sturdy and functional
Home_and_Kitchen_5,5,CG,i use these bags to store containers and they are very thick and sturdy they are very easy to
Home_and_Kitchen_5,3,CG,i thought this would be a good addition to my kitchen  i also have a large kitchen
Home_and_Kitchen_5,4,CG,complements different color schemes that are more vibrant and more comfortable
Home_and_Kitchen_5,4,CG,softer than my more expensive more expensive more expensive model im just not sure how
Home_and_Kitchen_5,4,CG,i put the bottles of wine in the freezer and they are still fresh  i have one in
Home_and_Kitchen_5,4,CG,small and compact this travel mug has the design and design of a travel mug
Home_and_Kitchen_5,5,CG,works like a charm item looks great and the materials are good  i have a large one
Home_and_Kitchen_5,5,CG,love it use it daily and it is the best i will keep my reviewvery pretty
Home_and_Kitchen_5,5,CG,item exactly as described  and it arrived with a very good seal  the dimensions are just
Home_and_Kitchen_5,5,CG,does great on pug dog treats  its a good size and the lid is strong enough
Home_and_Kitchen_5,3,CG,does not fit my husbands bed  its just too small  i would order one
Home_and_Kitchen_5,2,CG,this is not what i wanted the quality is just what i wanted the dimensions are just what
Home_and_Kitchen_5,5,CG,very comfortable and helps my wrists the only problem is that its not really a vacuum but
Home_and_Kitchen_5,5,CG,dont waste your time buying this set they are just too thin and need to be cleaned every
Home_and_Kitchen_5,3,CG,i wish i had bought this sooner but it is a great product for the price  it
Home_and_Kitchen_5,3,OR,wish these were thicker the cute polka dots pretty much disappear after baking
Home_and_Kitchen_5,5,OR,the hooks are great for hanging stars from my ceiling and great price
Home_and_Kitchen_5,1,OR,returned and exchanged twice now base broken every time over it
